instance_id,city_id,cluster_pattern,scale,instance_seed,n_tasks,n_used_buildings,mean_tasks_per_used_building,multi_task_building_count,multi_task_building_share,task_share_RES,task_share_OFF,task_share_COM,task_share_SCH,cluster_count,cluster_size_mean,cluster_size_cv,normalized_spatial_dispersion,road_nodes_city,directed_edges_city,road_length_km_city,mean_circuity_city,mean_directional_asymmetry_city,bks_technicians,bks_travel_time_min,unit_task_travel_time_min,lower_bound,upper_bound,gap,status
GISB-CKG-CZ-500-S056,CKG,CZ,500,56,500,195,2.5641025641025643,151,0.7743589743589744,0.734,0.138,0.096,0.032,72,6.944444444444445,0.2104471430074545,0.1813220597904073,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,3,3405.786984,6.811573967999999,3,3,0,K-OPT
GISB-CKG-CZ-500-S078,CKG,CZ,500,78,500,188,2.6595744680851063,150,0.7978723404255319,0.706,0.132,0.108,0.054,72,6.944444444444445,0.20489997559785117,0.29527197888737394,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,3,5622.636294,11.245272588,3,3,0,K-OPT
GISB-CKG-CZ-500-S090,CKG,CZ,500,90,500,193,2.5906735751295336,150,0.7772020725388601,0.76,0.096,0.08,0.064,72,6.944444444444445,0.24812899870833313,0.24254706755773048,8134,15805,2714.110001269541,1.5387099498332557,0.0999162332965923,3,3826.234503,7.6524690060000005,3,3,0,K-OPT
GISB-SHA-CH-100-S012,SHA,CH,100,12,100,48,2.0833333333333335,32,0.6666666666666666,0.7,0.2,0.08,0.02,15,6.666666666666667,0.2720294101747089,0.27643158509878774,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,668.9220604419055,6.689220604419055,1,1,0,K-OPT
GISB-SHA-CH-100-S034,SHA,CH,100,34,100,48,2.0833333333333335,37,0.7708333333333334,0.75,0.1,0.13,0.02,15,6.666666666666667,0.317804971641414,0.28050082298370127,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,655.3593619881729,6.553593619881728,1,1,0,K-OPT
GISB-SHA-CH-100-S056,SHA,CH,100,56,100,39,2.5641025641025643,30,0.7692307692307693,0.6,0.17,0.05,0.18,15,6.666666666666667,0.2720294101747089,0.2783739348714654,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,725.5126311440453,7.255126311440453,1,1,0,K-OPT
GISB-SHA-CH-100-S078,SHA,CH,100,78,100,50,2.0,37,0.74,0.6,0.22,0.08,0.1,15,6.666666666666667,0.29325756597230357,0.29292665938243095,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,719.4879834605716,7.194879834605716,1,1,0,K-OPT
GISB-SHA-CH-100-S090,SHA,CH,100,90,100,43,2.3255813953488373,33,0.7674418604651163,0.76,0.17,0.03,0.04,15,6.666666666666667,0.3271085446759225,0.31179730418957996,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,749.1177820384696,7.491177820384696,1,1,0,K-OPT
GISB-SHA-CH-1000-S012,SHA,CH,1000,12,1000,438,2.2831050228310503,322,0.7351598173515982,0.72,0.155,0.072,0.053,143,6.993006993006993,0.28674727548836454,0.28882817543893535,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10739.646884119256,10.739646884119256,5,6,1,K-OPEN
GISB-SHA-CH-1000-S034,SHA,CH,1000,34,1000,456,2.192982456140351,331,0.7258771929824561,0.724,0.118,0.094,0.064,143,6.993006993006993,0.26712543869875066,0.2859702309988363,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10768.59814097086,10.76859814097086,5,6,1,K-OPEN
GISB-SHA-CH-1000-S056,SHA,CH,1000,56,1000,448,2.232142857142857,330,0.7366071428571429,0.729,0.11,0.098,0.063,143,6.993006993006993,0.29413262314813027,0.28769898975336977,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10966.256353472463,10.966256353472463,5,6,1,K-OPEN
GISB-SHA-CH-1000-S078,SHA,CH,1000,78,1000,466,2.1459227467811157,325,0.6974248927038627,0.734,0.12,0.077,0.069,143,6.993006993006993,0.28474550040343044,0.28208873675022,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10880.792111102332,10.880792111102332,5,6,1,K-OPEN
GISB-SHA-CH-1000-S090,SHA,CH,1000,90,1000,459,2.178649237472767,337,0.7342047930283224,0.733,0.11,0.101,0.056,143,6.993006993006993,0.2902171600715574,0.2852013581488166,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10991.60911916003,10.99160911916003,5,6,1,K-OPEN
GISB-SHA-CH-500-S012,SHA,CH,500,12,500,227,2.202643171806167,160,0.7048458149779736,0.702,0.132,0.088,0.078,72,6.944444444444445,0.3025227264190246,0.29070681126047015,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5232.456247531899,10.464912495063798,3,3,0,K-OPT
GISB-SHA-CH-500-S034,SHA,CH,500,34,500,222,2.2522522522522523,170,0.7657657657657657,0.72,0.114,0.1,0.066,72,6.944444444444445,0.26928052287530935,0.29796790288890757,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5597.621661614208,11.195243323228416,3,3,0,K-OPT
GISB-SHA-CH-500-S056,SHA,CH,500,56,500,235,2.127659574468085,164,0.6978723404255319,0.75,0.134,0.052,0.064,72,6.944444444444445,0.2918629815512752,0.2802235065488066,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5461.474614697148,10.922949229394296,3,3,0,K-OPT
GISB-SHA-CH-500-S078,SHA,CH,500,78,500,234,2.1367521367521367,163,0.6965811965811965,0.722,0.122,0.09,0.066,72,6.944444444444445,0.3015692291995322,0.286986659895668,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5215.8004420843245,10.431600884168649,3,3,0,K-OPT
GISB-SHA-CH-500-S090,SHA,CH,500,90,500,235,2.127659574468085,159,0.676595744680851,0.704,0.108,0.106,0.082,72,6.944444444444445,0.267132925713024,0.29463768416781416,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5605.818109296422,11.211636218592846,3,3,0,K-OPT
GISB-SHA-CU-100-S012,SHA,CU,100,12,100,46,2.1739130434782608,34,0.7391304347826086,0.75,0.09,0.08,0.08,15,6.666666666666667,0.23664319132398462,0.2834280066113888,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,656.619292247872,6.566192922478719,1,1,0,K-OPT
GISB-SHA-CU-100-S034,SHA,CU,100,34,100,43,2.3255813953488373,34,0.7906976744186046,0.59,0.24,0.11,0.06,15,6.666666666666667,0.23021728866442676,0.2649105348828553,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,667.4393730826062,6.674393730826061,1,1,0,K-OPT
GISB-SHA-CU-100-S056,SHA,CU,100,56,100,44,2.272727272727273,35,0.7954545454545454,0.86,0.08,0.02,0.04,15,6.666666666666667,0.25495097567963926,0.3141115488189035,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,685.1793863515172,6.851793863515172,1,1,0,K-OPT
GISB-SHA-CU-100-S078,SHA,CU,100,78,100,46,2.1739130434782608,34,0.7391304347826086,0.72,0.08,0.15,0.05,15,6.666666666666667,0.16124515496597097,0.30410049123550503,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,722.7449258129101,7.227449258129101,1,1,0,K-OPT
GISB-SHA-CU-100-S090,SHA,CU,100,90,100,45,2.2222222222222223,37,0.8222222222222222,0.87,0.06,0.07,0.0,15,6.666666666666667,0.19493588689617927,0.27729083368728297,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,642.2407881826978,6.422407881826977,1,1,0,K-OPT
GISB-SHA-CU-1000-S012,SHA,CU,1000,12,1000,458,2.183406113537118,336,0.7336244541484717,0.745,0.123,0.071,0.061,143,6.993006993006993,0.24940729740727313,0.28859843872399144,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10874.00594931459,10.874005949314592,5,6,1,K-OPEN
GISB-SHA-CU-1000-S034,SHA,CU,1000,34,1000,454,2.202643171806167,322,0.7092511013215859,0.698,0.13,0.109,0.063,143,6.993006993006993,0.24419254697881346,0.28913737731126093,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,11222.236637923424,11.222236637923425,5,6,1,K-OPEN
GISB-SHA-CU-1000-S056,SHA,CU,1000,56,1000,452,2.2123893805309733,334,0.7389380530973452,0.753,0.105,0.085,0.057,143,6.993006993006993,0.2142475204057214,0.2859331650943391,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10811.8599763473,10.8118599763473,5,6,1,K-OPEN
GISB-SHA-CU-1000-S078,SHA,CU,1000,78,1000,451,2.2172949002217295,332,0.7361419068736141,0.753,0.114,0.087,0.046,143,6.993006993006993,0.21290843102141352,0.2870122534958033,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10823.234122767686,10.823234122767687,5,6,1,K-OPEN
GISB-SHA-CU-1000-S090,SHA,CU,1000,90,1000,449,2.2271714922048997,317,0.7060133630289532,0.725,0.134,0.081,0.06,143,6.993006993006993,0.2272047534714008,0.2877384105709095,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,10870.024949802884,10.870024949802884,5,6,1,K-OPEN
GISB-SHA-CU-500-S012,SHA,CU,500,12,500,233,2.1459227467811157,163,0.6995708154506438,0.734,0.136,0.05,0.08,72,6.944444444444445,0.24462215762273049,0.2812725005806128,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,4973.894197143828,9.947788394287656,3,3,0,K-OPT
GISB-SHA-CU-500-S034,SHA,CU,500,34,500,230,2.1739130434782608,172,0.7478260869565218,0.764,0.104,0.07,0.062,72,6.944444444444445,0.24579666393179544,0.28169097022190065,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5034.028864175526,10.068057728351052,3,3,0,K-OPT
GISB-SHA-CU-500-S056,SHA,CU,500,56,500,236,2.1186440677966103,171,0.7245762711864406,0.776,0.116,0.042,0.066,72,6.944444444444445,0.2104471430074545,0.2941619096821711,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5337.6605661887415,10.675321132377483,3,3,0,K-OPT
GISB-SHA-CU-500-S078,SHA,CU,500,78,500,231,2.1645021645021645,158,0.683982683982684,0.75,0.124,0.078,0.048,72,6.944444444444445,0.20489997559785117,0.2929988878613492,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5361.0657572443015,10.722131514488604,3,3,0,K-OPT
GISB-SHA-CU-500-S090,SHA,CU,500,90,500,232,2.1551724137931036,165,0.7112068965517241,0.706,0.104,0.104,0.086,72,6.944444444444445,0.24812899870833313,0.28555138712139994,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,5295.853627489936,10.591707254979871,3,3,0,K-OPT
GISB-SHA-CZ-100-S012,SHA,CZ,100,12,100,43,2.3255813953488373,38,0.8837209302325582,0.68,0.15,0.1,0.07,15,6.666666666666667,0.23664319132398462,0.0593401818329202,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,196.08791562050143,1.9608791562050143,1,1,0,K-OPT
GISB-SHA-CZ-100-S034,SHA,CZ,100,34,100,44,2.272727272727273,29,0.6590909090909091,0.6,0.22,0.11,0.07,15,6.666666666666667,0.23021728866442676,0.062316184740208766,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,215.9498271815793,2.159498271815793,1,1,0,K-OPT
GISB-SHA-CZ-100-S056,SHA,CZ,100,56,100,49,2.0408163265306123,33,0.673469387755102,0.68,0.21,0.07,0.04,15,6.666666666666667,0.25495097567963926,0.06380723539807305,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,229.56937392769527,2.2956937392769525,1,1,0,K-OPT
GISB-SHA-CZ-100-S078,SHA,CZ,100,78,100,51,1.9607843137254901,34,0.6666666666666666,0.63,0.16,0.12,0.09,15,6.666666666666667,0.16124515496597097,0.06489453873545852,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,224.0189429700901,2.240189429700901,1,1,0,K-OPT
GISB-SHA-CZ-100-S090,SHA,CZ,100,90,100,45,2.2222222222222223,36,0.8,0.76,0.11,0.08,0.05,15,6.666666666666667,0.19493588689617927,0.0607069046909994,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,1,203.7103405622039,2.037103405622039,1,1,0,K-OPT
GISB-SHA-CZ-1000-S012,SHA,CZ,1000,12,1000,457,2.1881838074398248,335,0.7330415754923414,0.716,0.132,0.096,0.056,143,6.993006993006993,0.24940729740727313,0.2234914351381705,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,7956.04487007315,7.956044870073151,5,6,1,K-OPEN
GISB-SHA-CZ-1000-S034,SHA,CZ,1000,34,1000,459,2.178649237472767,329,0.7167755991285403,0.736,0.13,0.067,0.067,143,6.993006993006993,0.24419254697881346,0.21986775235429223,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,8632.129098686959,8.632129098686958,5,6,1,K-OPEN
GISB-SHA-CZ-1000-S056,SHA,CZ,1000,56,1000,435,2.2988505747126435,339,0.7793103448275862,0.737,0.131,0.074,0.058,143,6.993006993006993,0.2142475204057214,0.20611535700281128,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,8513.589066604309,8.51358906660431,5,6,1,K-OPEN
GISB-SHA-CZ-1000-S078,SHA,CZ,1000,78,1000,467,2.1413276231263385,323,0.6916488222698073,0.727,0.118,0.094,0.061,143,6.993006993006993,0.21290843102141352,0.22537940095906217,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,8692.55428289619,8.69255428289619,5,6,1,K-OPEN
GISB-SHA-CZ-1000-S090,SHA,CZ,1000,90,1000,437,2.288329519450801,345,0.7894736842105263,0.74,0.129,0.074,0.057,143,6.993006993006993,0.2272047534714008,0.2117765393151486,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,6,7908.264647222857,7.9082646472228575,5,6,1,K-OPEN
GISB-SHA-CZ-500-S012,SHA,CZ,500,12,500,214,2.336448598130841,161,0.7523364485981309,0.756,0.138,0.042,0.064,72,6.944444444444445,0.24462215762273049,0.16691043349633877,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,3160.065963192684,6.320131926385368,3,3,0,K-OPT
GISB-SHA-CZ-500-S034,SHA,CZ,500,34,500,227,2.202643171806167,164,0.7224669603524229,0.698,0.128,0.124,0.05,72,6.944444444444445,0.24579666393179544,0.18348275088720667,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,3136.4942292556134,6.272988458511227,3,3,0,K-OPT
GISB-SHA-CZ-500-S056,SHA,CZ,500,56,500,227,2.202643171806167,161,0.7092511013215859,0.712,0.14,0.078,0.07,72,6.944444444444445,0.2104471430074545,0.20824298369826064,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,3291.348907447023,6.582697814894046,3,3,0,K-OPT
GISB-SHA-CZ-500-S078,SHA,CZ,500,78,500,230,2.1739130434782608,167,0.7260869565217392,0.708,0.148,0.08,0.064,72,6.944444444444445,0.20489997559785117,0.24830571421591308,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,4502.699384692228,9.005398769384456,3,3,0,K-OPT
GISB-SHA-CZ-500-S090,SHA,CZ,500,90,500,220,2.272727272727273,162,0.7363636363636363,0.73,0.136,0.074,0.06,72,6.944444444444445,0.24812899870833313,0.2071061281531944,7687,18283,3112.449921193289,1.2784466483849033,0.0436802617235968,3,3751.2567113096393,7.502513422619279,3,3,0,K-OPT
